node_idx,Airport_ID,Src_cap,Des_cap,Name,City,Country,IATA,Latitude,Longitude
2377,5771.0,0.0,0.0,Salina Municipal Airport,Salina,United States,SLN,38.79100036621094,-97.6521987915039
2378,4093.0,74.0,74.0,Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,10.57970047,103.637001038
2379,4086.0,0.0,0.0,Mae Hong Son Airport,Mae Hong Son,Thailand,HGN,19.301300048828125,97.97579956054688
2380,4159.0,0.0,0.0,Mae Hong Son Airport,Pai,Thailand,PYY,19.3719997406,98.43699646
2381,3155.0,570.0,570.0,Paro Airport,Thimphu,Bhutan,PBH,27.403200149499998,89.42459869380001
2382,2917.0,320.0,320.0,Pavlodar Airport,Pavlodar,Kazakhstan,PWQ,52.19499969482422,77.07389831542969
2383,6007.0,528.0,528.0,Sacheon Air Base/Airport,Sacheon,South Korea,HIN,35.088591,128.071747
2384,2380.0,489.0,489.0,Pohang Airport (G-815/K-3),Pohang,South Korea,KPO,35.987955,129.42038300000002
2385,6003.0,315.0,315.0,Kunsan Air Base,Kunsan,South Korea,KUV,35.90380096435547,126.61599731445312
2386,2361.0,714.0,696.0,Gwangju Airport,Kwangju,South Korea,KWJ,35.123173,126.805444
2387,2365.0,546.0,546.0,Yeosu Airport,Yeosu,South Korea,RSU,34.842300415039055,127.61699676513672
2388,2374.0,528.0,528.0,Ulsan Airport,Ulsan,South Korea,USN,35.59349823,129.352005005
2389,6005.0,189.0,189.0,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU,37.441201,127.963858
2390,742.0,162.5,162.5,Linköping City Airport,Linkoeping,Sweden,LPI,58.406200408900006,15.6805000305
2391,6341.0,10080.0,10080.0,Beijing Nanyuan Airport,Beijing,China,NAY,39.782798767089844,116.38800048828124
2392,984.0,539.0,539.0,Nampula Airport,Nampula,Mozambique,APL,-15.105600357055664,39.28179931640625
2393,1183.0,360.0,360.0,Mwanza Airport,Mwanza,Tanzania,MWZ,-2.4444899559021,32.932701110839844
2394,985.0,516.0,516.0,Pemba Airport,Pemba,Mozambique,POL,-12.991762161254885,40.52401351928711
2395,1925.0,94.0,222.0,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094
2396,1771.0,261.0,242.0,Goloson International Airport,La Ceiba,Honduras,LCE,15.7425,-86.852997
2397,4314.0,40.0,40.0,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,19.660161,-80.088826
2398,1097.0,409.0,409.0,Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,20.9330997467041,-17.030000686645508
2399,9824.0,378.0,378.0,Tazadit Airport,Zouerat,Mauritania,OUZ,22.75639915466309,-12.483599662780762
2400,2785.0,137.0,137.0,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,-6.787479877471924,-79.8281021118164
2401,6066.0,174.0,174.0,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,-7.1391801834106445,-78.4894027709961
2402,2657.0,700.0,700.0,Mataveri Airport,Easter Island,Chile,IPC,-27.164800643899998,-109.42199707
2403,9774.0,150.0,150.0,Mocopulli Airport,Castro,Chile,MHC,-42.340388,-73.715693
2404,579.0,150.0,150.0,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,-51.82279968261719,-58.44720077514648
2405,2809.0,250.0,250.0,Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,-5.20574998856,-80.61640167239999
2406,2796.0,150.0,150.0,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,-3.55253005027771,-80.38140106201172
2407,2807.0,263.0,263.0,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,-18.0533008575,-70.2758026123
2408,2804.0,137.0,137.0,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,-8.08141040802002,-79.10880279541016
2409,2658.0,124.0,124.0,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS,-40.61119842529297,-73.06099700927734
2410,1277.0,70.0,70.0,Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,45.72919845581055,0.22145600616931915
2411,1103.0,1906.0,2662.0,Rabil Airport,Boa Vista,Cape Verde,BVC,16.136499404907227,-22.888900756835934
2412,465.0,5118.0,4746.0,Belfast International Airport,Belfast,United Kingdom,BFS,54.6575012207,-6.21582984924
2413,4274.0,2359.0,2359.0,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,56.23009872436499,43.784000396729
2414,2945.0,2235.3333333333335,2226.3333333333335,Lviv International Airport,Lvov,Ukraine,LWO,49.8125,23.95610046386719
2415,1658.0,472.0,346.0,Sibiu International Airport,Sibiu,Romania,SBZ,45.78559875488281,24.09129905700684
2416,4306.0,50.0,50.0,Eugene F. Correira International Airport,Georgetown,Guyana,OGL,6.80628,-58.1059
2417,2907.0,244.0,274.0,Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,SVD,13.156695000000001,-61.149944999999995
2418,5564.0,8.0,16.0,Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283
2419,5569.0,16.0,24.0,Sanday Airport,Sanday,United Kingdom,NDY,59.25030136108398,-2.576669931411743
2420,5566.0,32.0,16.0,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,59.367500305200004,-2.43443989754
2421,5567.0,24.0,24.0,Papa Westray Airport,Papa Westray,United Kingdom,PPW,59.351699829100006,-2.9002799987800003
2422,5568.0,16.0,16.0,Stronsay Airport,Stronsay,United Kingdom,SOY,59.1553001404,-2.6413900852200003
2423,5571.0,16.0,16.0,Westray Airport,Westray,United Kingdom,WRY,59.350299835200005,-2.95000004768
2424,1152.0,80.0,80.0,Ghat Airport,Ghat,Libya,GHT,25.1455993652,10.142600059500001
2425,5699.0,195.0,230.0,La Abraq Airport,Al Bayda',Libya,LAQ,32.78870010375977,21.96430015563965
2426,1162.0,80.0,80.0,Ghadames East Airport,Ghadames,Libya,LTD,30.15169906616211,9.715310096740724
2427,5696.0,160.0,160.0,Gardabya Airport,Sirt,Libya,SRX,31.0634994507,16.5949993134
2428,5697.0,390.0,540.0,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,31.861,23.906999999999996
2429,3597.0,0.0,0.0,Cavern City Air Terminal,Carlsbad,United States,CNM,32.337501525878906,-104.26300048828124
2430,7584.0,0.0,0.0,Los Alamos Airport,Los Alamos,United States,LAM,35.8797988892,-106.26899719200001
2431,5751.0,0.0,0.0,Lancaster Airport,Lancaster,United States,LNS,40.12170028686523,-76.29609680175781
2432,5775.0,0.0,0.0,Victoria Regional Airport,Victoria,United States,VCT,28.85260009765625,-96.9185028076172
2433,655.0,12.0,12.0,Ørland Airport,Orland,Norway,OLA,63.69889831542969,9.604000091552734
2434,642.0,12.0,12.0,Leirin Airport,Fagernes,Norway,VDB,61.015598297119,9.2880601882935
2435,1136.0,419.5,419.5,Aswan International Airport,Aswan,Egypt,ASW,23.964399337800003,32.8199996948
2436,4057.0,6760.25,6717.25,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,27.977300643899998,34.3950004578
2437,3726.0,0.0,0.0,Boeing Field King County International Airport,Seattle,United States,BFI,47.52999877929688,-122.302001953125
2438,5731.0,0.0,0.0,William R Fairchild International Airport,Port Angeles,United States,CLM,48.120201110839844,-123.5
2439,7083.0,0.0,0.0,Orcas Island Airport,Eastsound,United States,ESD,48.708198547399995,-122.91000366200001
2440,7082.0,0.0,0.0,Friday Harbor Airport,Friday Harbor,United States,FRD,48.5219993591,-123.024002075
2441,6136.0,6.0,6.0,Lopez Island Airport,Lopez,United States,LPS,48.4838981628418,-122.93800354003906
2442,6103.0,100.0,100.0,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,47.86700057983398,35.31570053100586
2443,6109.0,50.0,50.0,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,48.6343002319336,22.263399124145508
2444,927.0,120.0,120.0,Antsirabato Airport,Antalaha,Madagascar,ANM,-14.99940013885498,50.3202018737793
2445,923.0,613.0,613.0,Arrachart Airport,Antsiranana,Madagascar,DIE,-12.34939956665039,49.29169845581055
2446,937.0,229.0,229.0,Tôlanaro Airport,Tolagnaro,Madagascar,FTU,-25.03809928894043,46.95610046386719
2447,929.0,136.0,136.0,Amborovy Airport,Mahajanga,Madagascar,MJN,-15.6668417421,46.351232528699995
2448,922.0,121.0,121.0,Morondava Airport,Morondava,Madagascar,MOQ,-20.28470039367676,44.31760025024414
2449,930.0,418.0,418.0,Fascene Airport,Nosy-be,Madagascar,NOS,-13.3121004105,48.3148002625
2450,920.0,174.0,186.0,Sainte Marie Airport,Sainte Marie,Madagascar,SMS,-17.093900680541992,49.81579971313477
2451,933.0,330.0,330.0,Sambava Airport,Sambava,Madagascar,SVB,-14.278599739074707,50.17470169067383
2452,943.0,303.0,303.0,Toliara Airport,Toliara,Madagascar,TLE,-23.383399963378906,43.72850036621094
2453,921.0,309.0,259.0,Toamasina Airport,Toamasina,Madagascar,TMM,-18.109500885009766,49.39250183105469
2454,932.0,191.0,191.0,Maroantsetra Airport,Maroantsetra,Madagascar,WMN,-15.436699867248535,49.68830108642578
2455,924.0,20.0,20.0,Mananara Nord Airport,Mananara,Madagascar,WMR,-16.16390037536621,49.77379989624024
2456,270.0,1314.0,1314.0,Mallam Aminu International Airport,Kano,Nigeria,KAN,12.0476,8.52462
2457,6220.0,40.0,40.0,Bario Airport,Bario,Malaysia,BBN,3.7338900566101074,115.47899627685548
2458,6218.0,20.0,20.0,Bakalalan Airport,Bakalalan,Malaysia,BKM,3.973999977111816,115.61799621582031
2459,6222.0,40.0,40.0,Kudat Airport,Kudat,Malaysia,KUD,6.922500133514403,116.83599853515624
2460,3268.0,74.0,74.0,Lahad Datu Airport,Lahad Datu,Malaysia,LDU,5.032249927520752,118.3239974975586
2461,6215.0,40.0,40.0,Long Lellang Airport,Long Datih,Malaysia,LGL,3.42100000381,115.153999329
2462,6769.0,40.0,40.0,Long Akah Airport,Long Akah,Malaysia,LKH,3.2999999523162837,114.78299713134766
2463,3264.0,74.0,74.0,Limbang Airport,Limbang,Malaysia,LMN,4.808300018310547,115.01000213623048
2464,6219.0,60.0,60.0,Lawas Airport,Lawas,Malaysia,LWY,4.84917,115.407997
2465,6217.0,40.0,40.0,Mukah Airport,Mukah,Malaysia,MKM,2.90639,112.08000200000001
2466,3265.0,120.0,120.0,Marudi Airport,Marudi,Malaysia,MUR,4.1789798736572275,114.3290023803711
2467,6216.0,40.0,40.0,Long Seridan Airport,Long Seridan,Malaysia,ODN,3.9670000076293945,115.0500030517578
2468,3310.0,372.0,372.0,Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,-8.54640007019,125.52600097700001
2469,894.0,74.0,74.0,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,-19.7577,63.361000000000004
2470,800.0,465.0,465.0,Ben Schoeman Airport,East London,South Africa,ELS,-33.0355987549,27.825899124099998
2471,5497.0,100.0,100.0,Gillam Airport,Gillam,Canada,YGX,56.35749816894531,-94.71060180664062
2472,5529.0,50.0,50.0,Sanikiluaq Airport,Sanikiluaq,Canada,YSK,56.537799835200005,-79.2466964722
2473,6371.0,100.0,100.0,Bayankhongor Airport,Bayankhongor,Mongolia,BYN,46.16329956054688,100.7040023803711
2474,6373.0,50.0,50.0,Khovd Airport,Khovd,Mongolia,HVD,47.9541015625,91.6281967163086
2475,6370.0,50.0,50.0,Altai Airport,Altai,Mongolia,LTI,46.37639999389648,96.22109985351562
2476,1127.0,70.0,70.0,Abu Simbel Airport,Abu Simbel,Egypt,ABS,22.3759994507,31.611700058
2477,6363.0,248.0,248.0,Golmud Airport,Golmud,China,GOQ,36.4006,94.786102
2478,8921.0,124.0,124.0,Kangding Airport,Kangding,China,KGT,30.1575,101.73472199999999
2479,7932.0,248.0,248.0,Ngari Gunsa Airport,Shiquanhe,China,NGQ,32.1,80.05305555560001
2480,6949.0,200.0,200.0,Naypyidaw Airport,Naypyidaw,Burma,NYT,19.623501,96.20099599999999
2481,7894.0,248.0,248.0,Yushu Batang Airport,Yushu,China,YUS,32.836388888900004,97.03638888889999
2482,3445.0,0.0,0.0,Hana Airport,Hana,United States,HNM,20.79560089111328,-156.01400756835938
2483,3796.0,0.0,0.0,Kapalua Airport,Lahania-kapalua,United States,JHM,20.962900161743164,-156.67300415039062
2484,3545.0,0.0,0.0,Waimea Kohala Airport,Kamuela,United States,MUE,20.001300811767575,-155.66799926757812
2485,5811.0,19.0,19.0,La Isabela International Airport,La Isabela,Dominican Republic,JBQ,18.57250022888184,-69.98560333251953
2486,5914.0,8.0,8.0,Aneityum Airport,Anelghowhat,Vanuatu,AUY,-20.2492008209,169.770996094
2487,5915.0,16.0,16.0,Aniwa Airport,Aniwa,Vanuatu,AWD,-19.2346,169.6009
2488,5897.0,48.0,62.0,Craig Cove Airport,Craig Cove,Vanuatu,CCV,-16.264999,167.923996
2489,5916.0,16.0,16.0,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,-18.769399642899998,169.00100708
2490,5896.0,8.0,8.0,Siwo Airport,Sangafa,Vanuatu,EAE,-17.0902996063,168.343002319
2491,5917.0,16.0,16.0,Futuna Airport,Futuna Island,Vanuatu,FTA,-19.516399383499998,170.23199462899998
2492,5918.0,24.0,24.0,Ipota Airport,Ipota,Vanuatu,IPA,-18.856389,169.283333
2493,5902.0,40.0,40.0,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,-16.584199905400002,168.15899658200001
2494,5904.0,48.0,46.0,Lonorore Airport,Lonorore,Vanuatu,LNE,-15.8655996323,168.17199707
2495,5898.0,32.0,32.0,Longana Airport,Longana,Vanuatu,LOD,-15.3066997528,167.966995239
2496,5901.0,40.0,40.0,Lamap Airport,Lamap,Vanuatu,LPM,-16.461122800000002,167.829253
2497,5893.0,48.0,48.0,Mota Lava Airport,Ablow,Vanuatu,MTV,-13.666000366199999,167.712005615
2498,5903.0,20.0,20.0,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,-15.0,168.082992554
2499,2005.0,2604.5,2533.0,La Tontouta International Airport,Noumea,New Caledonia,NOU,-22.01460075378418,166.21299743652344
2500,5905.0,80.0,80.0,Norsup Airport,Norsup,Vanuatu,NUS,-16.0797,167.401001
2501,5900.0,40.0,40.0,Tavie Airport,Paama Island,Vanuatu,PBJ,-16.438999176,168.257003784
2502,5894.0,42.0,54.0,Sola Airport,Sola,Vanuatu,SLH,-13.851699829100001,167.537002563
2503,5908.0,549.0,541.0,Santo Pekoa International Airport,Santo,Vanuatu,SON,-15.505000114399998,167.220001221
2504,5899.0,20.0,20.0,Sara Airport,Pentecost Island,Vanuatu,SSR,-15.4708003998,168.15199279799998
2505,5912.0,40.0,40.0,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,-16.4864,167.4472
2506,4242.0,59.5,59.5,Tanna Airport,Tanna,Vanuatu,TAH,-19.45509910583496,169.2239990234375
2507,5909.0,8.0,8.0,Tongoa Airport,Tongoa Island,Vanuatu,TGH,-16.8910999298,168.55099487299998
2508,5895.0,60.0,60.0,Torres Airstrip,Loh/Linua,Vanuatu,TOH,-13.328000068699998,166.638000488
2509,5910.0,48.0,34.0,Uléi Airport,Ambryn Island,Vanuatu,ULB,-16.3297,168.3011
2510,5911.0,8.0,8.0,Valesdir Airport,Valesdir,Vanuatu,VLS,-16.796100616500002,168.177001953
2511,6771.0,14.0,14.0,Walaha Airport,Walaha,Vanuatu,WLH,-15.4119997025,167.690994263
2512,5906.0,54.0,48.0,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,-14.218099594099998,167.587005615
2513,2304.0,190.0,185.0,Fukue Airport,Fukue,Japan,FUJ,32.66630172729492,128.83299255371094
2514,2352.0,169.5,169.5,Hachijojima Airport,Hachijojima,Japan,HAC,33.1150016785,139.785995483
2515,2295.0,90.0,90.0,Iki Airport,Iki,Japan,IKI,33.7490005493,129.785003662
2516,5998.0,138.0,138.0,Iwami Airport,Iwami,Japan,IWJ,34.676399231,131.789993286
2517,11922.0,157.5,157.5,Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK,34.143902000000004,132.23599199999998
2518,2298.0,189.0,189.0,Monbetsu Airport,Monbetsu,Japan,MBE,44.303901672399995,143.404006958
2519,3409.0,157.5,157.5,Noto Airport,Wajima,Japan,NTQ,37.2930984497,136.962005615
2520,2356.0,126.0,126.0,Oshima Airport,Oshima,Japan,OIM,34.7820014954,139.36000061
2521,6000.0,157.5,157.5,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,40.1918983459,140.371002197
2522,2291.0,239.0,239.0,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,43.5774993896,144.960006714
2523,6001.0,209.66666666666666,209.66666666666666,Shonai Airport,Shonai,Japan,SYO,38.81219863889999,139.787002563
2524,2297.0,169.0,169.0,Tsushima Airport,Tsushima,Japan,TSJ,34.2849006653,129.33099365200002
2525,2335.0,155.0,155.0,Tottori Airport,Tottori,Japan,TTJ,35.530101776100004,134.167007446
2526,2294.0,176.0,176.0,Wakkanai Airport,Wakkanai,Japan,WKJ,45.4042015076,141.80099487299998
2527,3524.0,1145.0,1145.0,Atlantic City International Airport,Atlantic City,United States,ACY,39.45759963989258,-74.57720184326172
2528,5747.0,424.0,424.0,Arnold Palmer Regional Airport,Latrobe,United States,LBE,40.27590179,-79.40480042
2529,2227.0,568.0,494.0,Sukkur Airport,Sukkur,Pakistan,SKZ,27.72200012207031,68.79170227050781
2530,5659.0,74.0,74.0,La Gomera Airport,La Gomera,Spain,GMZ,28.029600143432614,-17.214599609375
2531,1052.0,222.0,222.0,Hierro Airport,Hierro,Spain,VDE,27.814800262451172,-17.887100219726562
2532,2388.0,146.0,146.0,Kumejima Airport,Kumejima,Japan,UEO,26.36350059509277,126.71399688720705
2533,11.0,50.0,50.0,Akureyri Airport,Akureyri,Iceland,AEY,65.66000366210939,-18.07270050048828
2534,12.0,50.0,50.0,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,65.28330230712889,-14.401399612426758
2535,15.0,50.0,50.0,Ísafjörður Airport,Isafjordur,Iceland,IFJ,66.05809783935547,-23.13529968261719
2536,18.0,250.0,250.0,Reykjavik Airport,Reykjavik,Iceland,RKV,64.1299972534,-21.9405994415
2537,6235.0,150.0,150.0,Albany Airport,Albany,Australia,ALH,-34.94329833984375,117.80899810791016
2538,2037.0,88.0,88.0,Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991027832,173.8699951171875
2539,9090.0,150.0,150.0,Busselton Regional Airport,Brusselton,Australia,BQB,-33.688423156700004,115.40159606899999
2540,6255.0,434.0,434.0,Cloncurry Airport,Cloncurry,Australia,CNJ,-20.6686000824,140.503997803
2541,9905.0,250.0,250.0,RAAF Base Curtin,Derby,Australia,DCN,-17.5813999176,123.82800293
2542,6266.0,150.0,100.0,Esperance Airport,Esperance,Australia,EPR,-33.684399,121.822998
2543,6268.0,220.0,245.0,Geraldton Airport,Geraldton,Australia,GET,-28.796101,114.707001
2544,2012.0,53.5,53.5,Gisborne Airport,Gisborne,New Zealand,GIS,-38.66329956054688,177.97799682617188
2545,2014.0,34.5,34.5,Hokitika Airfield,Hokitika,New Zealand,HKK,-42.713600158691406,170.98500061035156
2546,2015.0,162.0,162.0,Hamilton International Airport,Hamilton,New Zealand,HLZ,-37.8666992188,175.332000732
2547,5884.0,150.0,0.0,Niue International Airport,Alofi,Niue,IUE,-19.079030990600586,-169.92559814453125
2548,2025.0,112.0,112.0,Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929199219,168.31300354003906
2549,2018.0,19.0,19.0,Kaitaia Airport,Kaitaia,New Zealand,KAT,-35.06999969482422,173.28500366210938
2550,3346.0,531.5,531.5,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,-30.7894001007,121.461997986
2551,2017.0,34.5,34.5,Kerikeri Airport,Kerikeri,New Zealand,KKE,-35.26279830932617,173.91200256347656
2552,3347.0,620.0,620.0,Kununurra Airport,Kununurra,Australia,KNX,-15.7781000137,128.707992554
2553,3348.0,288.0,288.0,Learmonth Airport,Learmonth,Australia,LEA,-22.2355995178,114.08899688700001
2554,3359.0,450.0,300.0,Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,-29.04159927368164,167.93899536132812
2555,4095.0,174.0,174.0,Hawke's Bay Airport,NAPIER,New Zealand,NPE,-39.465801,176.869995
2556,2023.0,162.0,162.0,New Plymouth Airport,New Plymouth,New Zealand,NPL,-39.00859832763672,174.1790008544922
2557,2024.0,190.66666666666666,178.66666666666666,Nelson Airport,Nelson,New Zealand,NSN,-41.298301696777344,173.2209930419922
2558,6314.0,270.0,270.0,Paraburdoo Airport,Paraburdoo,Australia,PBO,-23.171100616500002,117.745002747
2559,2028.0,181.0,181.0,Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.32059860229492,175.61700439453125
2560,2029.0,100.0,100.0,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.904701232910156,174.98899841308594
2561,6320.0,398.66666666666663,398.66666666666663,Port Macquarie Airport,Port Macquarie,Australia,PQQ,-31.435800552399996,152.863006592
2562,2031.0,158.5,158.5,Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952392578,176.31700134277344
2563,7577.0,100.0,150.0,Ravensthorpe Airport,Ravensthorpe,Australia,RVT,-33.7971992493,120.208000183
2564,2035.0,19.0,19.0,Timaru Airport,Timaru,New Zealand,TIU,-44.30279922485352,171.22500610351562
2565,2034.0,147.66666666666666,147.66666666666666,Tauranga Airport,Tauranga,New Zealand,TRG,-37.67190170288086,176.1959991455078
2566,2007.0,38.0,38.0,Taupo Airport,Taupo,New Zealand,TUO,-38.73970031738281,176.08399963378906
2567,2047.0,19.0,19.0,Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016479492,175.02499389648438
2568,2041.0,19.0,19.0,Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089111328,176.91400146484375
2569,2045.0,53.5,53.5,Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991027832,174.36500549316406
2570,2046.0,19.0,19.0,Westport Airport,Westport,New Zealand,WSZ,-41.73809814453125,171.58099365234375
2571,2767.0,594.0,594.0,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,-19.007099151611328,-65.2886962890625
2572,1579.0,750.0,750.0,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,50.20299911499024,12.914999961853027
2573,2973.0,777.0,777.0,Bolshoye Savino Airport,Perm,Russia,PEE,57.914501190186,56.021198272705
2574,4076.0,384.0,384.0,Nauru International Airport,Nauru,Nauru,INU,-0.547458,166.919006
2575,2249.0,634.0,634.0,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,7.064760208129883,171.27200317382812
2576,2941.0,1174.5,1174.5,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,48.357200622558594,35.100601196289055
2577,4160.0,70.0,70.0,Bol Airport,Brac,Croatia,BWK,43.28570175170898,16.67970085144043
2578,2492.0,172.0,172.0,El Tehuelche Airport,Puerto Madryn,Argentina,PMY,-42.7592,-65.1027
2579,5612.0,0.0,0.0,Chipata Airport,Chipata,Zambia,CIP,-13.558300018310547,32.58720016479492
2580,9828.0,0.0,0.0,Kasama Airport,Kasama,Zambia,KAA,-10.216699600219727,31.13330078125
2581,908.0,29.0,29.0,Mfuwe Airport,Mfuwe,Zambia,MFU,-13.258899688720705,31.93659973144531
2582,5613.0,43.0,43.0,Los Alamitos Army Air Field,Solwesi,Zambia,,33.79000092,-118.052002
2583,1773.0,19.0,19.0,La Laguna Airport,Guanaja,Honduras,GJA,16.4454,-85.906601
2584,1696.0,1212.1666666666665,1401.1666666666665,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,38.770401000999996,35.4953994751
2585,1729.0,432.5,432.5,Batman Airport,Batman,Turkey,BAL,37.929000854499996,41.1166000366
2586,1699.0,316.75,316.75,Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.701299667399997
2587,5802.0,169.5,169.5,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,39.554599761999995,27.013799667399997
2588,1723.0,465.0,465.0,Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272
2589,7453.0,1475.25,1475.25,Hatay Airport,Hatay,Turkey,HTY,36.36277771,36.282222747800006
2590,5798.0,482.5,482.5,Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,37.5388259888,36.9535217285
2591,1691.0,449.83333333333337,638.8333333333334,Konya Airport,Konya,Turkey,KYA,37.979,32.561901
2592,6753.0,906.0,906.0,Mardin Airport,Mardin,Turkey,MQM,37.223300933800004,40.6316986084
2593,6782.0,528.0,528.0,Muş Airport,Mus,Turkey,MSR,38.74779891967773,41.66120147705078
2594,1693.0,339.0,339.0,Amasya Merzifon Airport,Merzifon,Turkey,MZH,40.829399,35.521999
2595,3987.0,343.33333333333337,343.33333333333337,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,38.7719,34.5345
2596,1728.0,869.8333333333334,869.8333333333334,Van Ferit Melen Airport,Van,Turkey,VAN,38.46820068359375,43.332298278808594
2597,1694.0,684.5,684.5,Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS,39.813801,36.9035
2598,3163.0,74.0,74.0,Lampang Airport,Lampang,Thailand,LPT,18.27090072631836,99.50420379638672
2599,4135.0,74.0,74.0,Trat Airport,Trat,Thailand,TDX,12.274600029,102.319000244
2600,3939.0,74.0,74.0,Sukhothai Airport,Sukhothai,Thailand,THS,17.238000869750973,99.81819915771484
2601,3161.0,148.0,148.0,U-Tapao International Airport,Pattaya,Thailand,UTP,12.67990016937256,101.00499725341795
2602,6093.0,100.0,100.0,Chokurdakh Airport,Chokurdah,Russia,CKH,70.62310028076172,147.90199279785156
2603,6094.0,100.0,100.0,Cherskiy Airport,Cherskiy,Russia,CYX,68.7406005859375,161.33799743652344
2604,6095.0,110.0,110.0,Tiksi Airport,Tiksi,Russia,IKS,71.69770050048801,128.90299987793
2605,1441.0,222.0,222.0,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,46.762901306152344,-56.17309951782226
2606,5940.0,148.0,148.0,Chitral Airport,Chitral,Pakistan,CJL,35.88660049438477,71.80059814453125
2607,5941.0,74.0,74.0,Dalbandin Airport,Dalbandin,Pakistan,DBA,28.8782997131,64.3998031616
2608,5942.0,226.0,352.0,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,29.961000442504886,70.48590087890625
2609,5943.0,148.0,148.0,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,31.90940093994141,70.89659881591797
2610,2204.0,74.0,74.0,Gilgit Airport,Gilgit,Pakistan,GIL,35.918800354003906,74.33360290527344
2611,2203.0,222.0,222.0,Gwadar International Airport,Gwadar,Pakistan,GWD,25.23329925537109,62.32949829101562
2612,5949.0,74.0,74.0,Skardu Airport,Skardu,Pakistan,KDU,35.33549880981445,75.53600311279297
2613,2212.0,148.0,148.0,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,27.3351993560791,68.14309692382811
2614,2217.0,74.0,74.0,Panjgur Airport,Panjgur,Pakistan,PJG,26.954500198364254,64.13249969482422
2615,2233.0,148.0,148.0,Zhob Airport,Zhob,Pakistan,PZH,31.358400344848636,69.46360015869139
2616,2222.0,326.0,300.0,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,28.383899688720703,70.27960205078125
2617,5951.0,444.0,370.0,Turbat International Airport,Turbat,Pakistan,TUK,25.98640060424805,63.03020095825195
