,Airline,Airline_ID,S_Port,S_ID,D_Port,D_ID,Codeshare,Stops,Equipment,Active
55779,UA,5209.0,DEN,3751,BZN,4020,,0,73G,Y
55780,UA,5209.0,DEN,3751,CID,4043,Y,0,CR7 CRJ ERJ,Y
55781,UA,5209.0,DEN,3751,CLE,3486,,0,320 738 319,Y
55782,UA,5209.0,DEN,3751,CMH,3759,Y,0,ERJ CR7 E70,Y
55783,UA,5209.0,DEN,3751,COD,4344,Y,0,CRJ,Y
55784,UA,5209.0,DEN,3751,COS,3819,Y,0,ERJ DH4 CRJ CR7,Y
55785,UA,5209.0,DEN,3751,CPR,3872,Y,0,CRJ,Y
55786,UA,5209.0,DEN,3751,CUN,1852,,0,739 738,Y
55787,UA,5209.0,DEN,3751,CVG,3488,Y,0,ERJ CR7,Y
55788,UA,5209.0,DEN,3751,CYS,3804,Y,0,BEH BE1,Y
55789,UA,5209.0,DEN,3751,DAY,3627,Y,0,CR7 CRJ,Y
55790,UA,5209.0,DEN,3751,DCA,3520,,0,738 752 320,Y
55791,UA,5209.0,DEN,3751,DFW,3670,,0,319 739 73G,Y
55792,UA,5209.0,DEN,3751,DIK,7064,Y,0,ERJ,Y
55793,UA,5209.0,DEN,3751,DRO,3713,Y,0,ERJ DH4 CRJ,Y
55794,UA,5209.0,DEN,3751,DSM,3729,,0,738 73G 319,Y
55795,UA,5209.0,DEN,3751,DTW,3645,Y,0,CR7 E70,Y
55796,UA,5209.0,DEN,3751,EGE,4250,Y,0,DH4,Y
55797,UA,5209.0,DEN,3751,ELP,3559,Y,0,ERJ CRJ,Y
55798,UA,5209.0,DEN,3751,EUG,4099,Y,0,CRJ CR7,Y
55799,UA,5209.0,DEN,3751,EWR,3494,,0,738 752 319 739 320,Y
55800,UA,5209.0,DEN,3751,FAR,4292,Y,0,CRJ ERJ,Y
55801,UA,5209.0,DEN,3751,FAT,3687,Y,0,CRJ,Y
55802,UA,5209.0,DEN,3751,FCA,4127,Y,0,CRJ,Y
55803,UA,5209.0,DEN,3751,FLL,3533,,0,752 738 320,Y
55804,UA,5209.0,DEN,3751,FMN,3743,Y,0,BE1,Y
55805,UA,5209.0,DEN,3751,FRA,340,Y,0,744,Y
55806,UA,5209.0,DEN,3751,FSD,4009,Y,0,CRJ ERJ CR7,Y
55807,UA,5209.0,DEN,3751,GCC,4296,Y,0,EM2,Y
55808,UA,5209.0,DEN,3751,GEG,3467,,0,738 739,Y
55809,UA,5209.0,DEN,3751,GJT,4063,,0,DH4,Y
55810,UA,5209.0,DEN,3751,GRR,3685,Y,0,CR7 E70,Y
55811,UA,5209.0,DEN,3751,GTF,3880,Y,0,CRJ,Y
55812,UA,5209.0,DEN,3751,GUC,7051,Y,0,ERJ,Y
55813,UA,5209.0,DEN,3751,HDN,4339,Y,0,DH4,Y
55814,UA,5209.0,DEN,3751,HLN,3504,Y,0,CRJ,Y
55815,UA,5209.0,DEN,3751,HNL,3728,,0,752,Y
55816,UA,5209.0,DEN,3751,HSV,4113,Y,0,ERJ,Y
55817,UA,5209.0,DEN,3751,IAD,3714,,0,320 752 319 739 738,Y
55818,UA,5209.0,DEN,3751,IAH,3550,,0,739 738 752 788 320 753 319 73G,Y
55819,UA,5209.0,DEN,3751,ICT,3457,,0,319 DH4 738,Y
55820,UA,5209.0,DEN,3751,IDA,4100,Y,0,CRJ,Y
55821,UA,5209.0,DEN,3751,IND,3585,Y,0,ERJ E70 CR7,Y
55822,UA,5209.0,DEN,3751,ISN,3659,Y,0,ERJ,Y
55823,UA,5209.0,DEN,3751,JAC,4027,,0,319,Y
55824,UA,5209.0,DEN,3751,KOA,3514,,0,752,Y
55825,UA,5209.0,DEN,3751,LAR,5746,Y,0,EM2,Y
55826,UA,5209.0,DEN,3751,LAS,3877,,0,738 320 739 752,Y
55827,UA,5209.0,DEN,3751,LAX,3484,,0,739 320 319 738 753 752,Y
55828,UA,5209.0,DEN,3751,LBB,3829,Y,0,ERJ,Y
55829,UA,5209.0,DEN,3751,LGA,3697,,0,752 738 320,Y
55830,UA,5209.0,DEN,3751,LIH,3602,,0,752,Y
55831,UA,5209.0,DEN,3751,LIT,3660,Y,0,CRJ,Y
55832,UA,5209.0,DEN,3751,LNK,3543,Y,0,ERJ CRJ,Y
55833,UA,5209.0,DEN,3751,MAF,3652,Y,0,CRJ,Y
55834,UA,5209.0,DEN,3751,MCI,3458,,0,DH4,Y
55835,UA,5209.0,DEN,3751,MCO,3878,,0,320 738 739 752,Y
55836,UA,5209.0,DEN,3751,MEM,3473,Y,0,CRJ ERJ,Y
55837,UA,5209.0,DEN,3751,MEX,1824,,0,319,Y
55838,UA,5209.0,DEN,3751,MFR,4101,Y,0,CRJ,Y
55839,UA,5209.0,DEN,3751,MIA,3576,,0,319,Y
55840,UA,5209.0,DEN,3751,MKE,3717,Y,0,CRJ,Y
55841,UA,5209.0,DEN,3751,MLI,4072,Y,0,ERJ CR7,Y
55842,UA,5209.0,DEN,3751,MOT,3498,Y,0,CRJ ERJ,Y
55843,UA,5209.0,DEN,3751,MRY,3948,Y,0,CRJ,Y
55844,UA,5209.0,DEN,3751,MSN,3459,Y,0,CRJ ERJ CR7,Y
55845,UA,5209.0,DEN,3751,MSO,4216,Y,0,CRJ,Y
55846,UA,5209.0,DEN,3751,MSP,3858,,0,320,Y
55847,UA,5209.0,DEN,3751,MSY,3861,,0,738  739,Y
55848,UA,5209.0,DEN,3751,MTJ,6880,Y,0,DH4 CRJ,Y
55849,UA,5209.0,DEN,3751,NRT,2279,,0,788,Y
55850,UA,5209.0,DEN,3751,OGG,3456,,0,752,Y
55851,UA,5209.0,DEN,3751,OKC,3863,Y,0,DH4 ERJ CRJ,Y
55852,UA,5209.0,DEN,3751,OMA,3454,,0,738 73G,Y
55853,UA,5209.0,DEN,3751,ONT,3734,Y,0,CRJ,Y
55854,UA,5209.0,DEN,3751,ORD,3830,,0,739 752 738 319 320 73G,Y
55855,UA,5209.0,DEN,3751,PDX,3720,,0,752 319 738 739 320,Y
55856,UA,5209.0,DEN,3751,PHL,3752,,0,320 738 739 319,Y
55857,UA,5209.0,DEN,3751,PHX,3462,,0,739 738 320,Y
55858,UA,5209.0,DEN,3751,PIA,4046,Y,0,CRJ,Y
55859,UA,5209.0,DEN,3751,PIR,5761,Y,0,BE1,Y
55860,UA,5209.0,DEN,3751,PIT,3570,,0,320 738 73G,Y
55861,UA,5209.0,DEN,3751,PSC,6133,Y,0,CRJ,Y
55862,UA,5209.0,DEN,3751,PSP,3839,Y,0,CRJ CR7,Y
55863,UA,5209.0,DEN,3751,PUB,3527,Y,0,EM2,Y
55864,UA,5209.0,DEN,3751,PVR,1836,,0,738,Y
55865,UA,5209.0,DEN,3751,RAP,4087,Y,0,DH4 ERJ CRJ,Y
55866,UA,5209.0,DEN,3751,RDM,4103,Y,0,CRJ,Y
55867,UA,5209.0,DEN,3751,RKS,5766,Y,0,EM2,Y
55868,UA,5209.0,DEN,3751,RNO,3807,,0,320,Y
55869,UA,5209.0,DEN,3751,RSW,3793,,0,738,Y
55870,UA,5209.0,DEN,3751,SAF,3784,Y,0,ERJ,Y
55871,UA,5209.0,DEN,3751,SAN,3731,,0,320 738 752 739 319,Y
55872,UA,5209.0,DEN,3751,SAT,3621,,0,319,Y
55873,UA,5209.0,DEN,3751,SBA,3949,Y,0,CRJ,Y
55874,UA,5209.0,DEN,3751,SDF,4014,Y,0,ERJ,Y
55875,UA,5209.0,DEN,3751,SEA,3577,,0,320 738 739,Y
55876,UA,5209.0,DEN,3751,SFO,3469,,0,752 738 320 739 73G 319 753,Y
55877,UA,5209.0,DEN,3751,SGF,4348,Y,0,CRJ ERJ,Y
55878,UA,5209.0,DEN,3751,SGU,4064,Y,0,CRJ,Y
55879,UA,5209.0,DEN,3751,SHV,3609,Y,0,ERJ,Y
55880,UA,5209.0,DEN,3751,SJC,3748,,0,319 752 738 73G,Y
55881,UA,5209.0,DEN,3751,SJD,1840,,0,739 738 320,Y
55882,UA,5209.0,DEN,3751,SLC,3536,Y,0,CR7 ERJ DH4 CRJ E70,Y
55883,UA,5209.0,DEN,3751,SMF,3817,,0,320 739,Y
55884,UA,5209.0,DEN,3751,SNA,3867,,0,73G 320 738 752,Y
55885,UA,5209.0,DEN,3751,STL,3678,Y,0,CR7 E70 ERJ CRJ,Y
55886,UA,5209.0,DEN,3751,TPA,3646,,0,739 73G 738,Y
55887,UA,5209.0,DEN,3751,TUL,3855,Y,0,CRJ ERJ CR7,Y
55888,UA,5209.0,DEN,3751,TUS,3636,Y,0,CR7 CRJ ERJ,Y
55889,UA,5209.0,DEN,3751,TYS,3676,Y,0,ERJ,Y
55890,UA,5209.0,DEN,3751,XNA,4356,Y,0,CRJ ERJ,Y
55891,UA,5209.0,DEN,3751,YEG,49,,0,319,Y
55892,UA,5209.0,DEN,3751,YMM,90,Y,0,CR7,Y
55893,UA,5209.0,DEN,3751,YQR,120,Y,0,CRJ,Y
55894,UA,5209.0,DEN,3751,YUL,146,Y,0,E90,Y
55895,UA,5209.0,DEN,3751,YVR,156,,0,319 320 738,Y
55896,UA,5209.0,DEN,3751,YWG,160,Y,0,CRJ ERJ,Y
55897,UA,5209.0,DEN,3751,YXE,166,Y,0,ERJ,Y
55898,UA,5209.0,DEN,3751,YYC,178,,0,738 320 739,Y
55899,UA,5209.0,DEN,3751,YYZ,193,Y,0,CR7 E90,Y
55900,UA,5209.0,DFW,3670,CLE,3486,Y,0,ERJ,Y
55901,UA,5209.0,DFW,3670,DEN,3751,,0,319 738 320 739,Y
55902,UA,5209.0,DFW,3670,EWR,3494,,0,73G 319 738,Y
55903,UA,5209.0,DFW,3670,FRA,340,Y,0,333,Y
55904,UA,5209.0,DFW,3670,IAD,3714,,0,320 73G 738,Y
55905,UA,5209.0,DFW,3670,IAH,3550,,0,319 738 73G,Y
55906,UA,5209.0,DFW,3670,LAX,3484,Y,0,CR7,Y
55907,UA,5209.0,DFW,3670,ORD,3830,,0,319,Y
55908,UA,5209.0,DFW,3670,SAL,1892,Y,0,E90,Y
55909,UA,5209.0,DFW,3670,SFO,3469,,0,319 739,Y
55910,UA,5209.0,DFW,3670,YYZ,193,Y,0,E75,Y
55911,UA,5209.0,DGO,1801,IAH,3550,Y,0,ERJ,Y
55912,UA,5209.0,DGO,1801,LAX,3484,Y,0,ERJ,Y
55913,UA,5209.0,DIK,7064,DEN,3751,Y,0,ERJ,Y
55914,UA,5209.0,DKR,1084,BJL,1050,Y,0,333,Y
55915,UA,5209.0,DKR,1084,BRU,302,Y,0,333,Y
55916,UA,5209.0,DKR,1084,CKY,4162,Y,0,333,Y
55917,UA,5209.0,DKR,1084,IAD,3714,Y,0,343,Y
55918,UA,5209.0,DKR,1084,JNB,813,Y,0,343,Y
55919,UA,5209.0,DLA,897,BRU,302,Y,0,332 333,Y
55920,UA,5209.0,DLA,897,FIH,1020,Y,0,333,Y
55921,UA,5209.0,DLA,897,NSI,4161,Y,0,332,Y
55922,UA,5209.0,DLH,3598,ORD,3830,Y,0,CRJ,Y
55923,UA,5209.0,DME,4029,VIE,1613,Y,0,320,Y
55924,UA,5209.0,DOH,11051,BAH,2057,Y,0,333,Y
55925,UA,5209.0,DOH,11051,DXB,2188,,0,777,Y
55926,UA,5209.0,DOH,11051,FRA,340,Y,0,333,Y
55927,UA,5209.0,DRO,3713,DEN,3751,Y,0,ERJ DH4 CRJ,Y
55928,UA,5209.0,DSM,3729,DEN,3751,,0,319 738 73G,Y
55929,UA,5209.0,DSM,3729,EWR,3494,Y,0,ERJ,Y
55930,UA,5209.0,DSM,3729,IAH,3550,Y,0,ERJ,Y
55931,UA,5209.0,DSM,3729,ORD,3830,,0,319 738 73G,Y
55932,UA,5209.0,DTW,3645,DEN,3751,Y,0,CR7 E70,Y
55933,UA,5209.0,DTW,3645,EWR,3494,Y,0,ERJ E70,Y
55934,UA,5209.0,DTW,3645,FRA,340,Y,0,343,Y
55935,UA,5209.0,DTW,3645,IAD,3714,Y,0,CRJ CR7 ERJ ER4 E70,Y
55936,UA,5209.0,DTW,3645,IAH,3550,,0,320 319 73G,Y
55937,UA,5209.0,DTW,3645,ORD,3830,,0,320,Y
55938,UA,5209.0,DTW,3645,YYZ,193,Y,0,CRJ BEH,Y
55939,UA,5209.0,DUB,599,BOS,3448,Y,0,332 330,Y
55940,UA,5209.0,DUB,599,EWR,3494,,0,752,Y
55941,UA,5209.0,DUB,599,IAD,3714,,0,752,Y
55942,UA,5209.0,DUB,599,JFK,3797,Y,0,330,Y
55943,UA,5209.0,DUB,599,ORD,3830,Y,0,330 332,Y
55944,UA,5209.0,DUJ,5734,CLE,3486,Y,0,BE1,Y
55945,UA,5209.0,DUJ,5734,FKL,4058,Y,0,BE1,Y
55946,UA,5209.0,DUS,345,EWR,3494,Y,0,343,Y
55947,UA,5209.0,DUS,345,ORD,3830,Y,0,343,Y
55948,UA,5209.0,DXB,2188,DOH,11051,,0,777,Y
55949,UA,5209.0,DXB,2188,IAD,3714,,0,777,Y
55950,UA,5209.0,EAU,5735,ORD,3830,Y,0,CRJ,Y
55951,UA,5209.0,EBB,1187,BRU,302,Y,0,332,Y
55952,UA,5209.0,EDI,535,BRU,302,Y,0,DH4,Y
55953,UA,5209.0,EDI,535,EWR,3494,,0,752,Y
55954,UA,5209.0,EGE,4250,DEN,3751,Y,0,DH4,Y
55955,UA,5209.0,ELH,1943,FLL,3533,Y,0,SF3,Y
55956,UA,5209.0,ELH,1943,PBI,3722,Y,0,SF3,Y
55957,UA,5209.0,ELM,3946,ORD,3830,Y,0,ERJ,Y
55958,UA,5209.0,ELP,3559,DEN,3751,Y,0,ERJ CRJ,Y
55959,UA,5209.0,ELP,3559,IAH,3550,Y,0,ERJ CRJ,Y
55960,UA,5209.0,ERI,4276,CLE,3486,,0,DH3,Y
55961,UA,5209.0,EUG,4099,DEN,3751,Y,0,CRJ CR7,Y
55962,UA,5209.0,EUG,4099,PDX,3720,Y,0,EM2,Y
55963,UA,5209.0,EUG,4099,SFO,3469,Y,0,CRJ CR7,Y
55964,UA,5209.0,EVN,3964,VIE,1613,Y,0,320 321,Y
55965,UA,5209.0,EWR,3494,ALB,3864,Y,0,ERJ DH4 DH2,Y
55966,UA,5209.0,EWR,3494,AMS,580,,0,752 763,Y
55967,UA,5209.0,EWR,3494,ANU,2874,,0,738 739,Y
55968,UA,5209.0,EWR,3494,ARN,737,,0,752,Y
55969,UA,5209.0,EWR,3494,ATL,3682,Y,0,ERJ,Y
55970,UA,5209.0,EWR,3494,AUA,2895,,0,753 739,Y
55971,UA,5209.0,EWR,3494,AUS,3673,,0,738 319 739,Y
55972,UA,5209.0,EWR,3494,BCN,1218,,0,752,Y
55973,UA,5209.0,EWR,3494,BDA,4069,,0,738,Y
55974,UA,5209.0,EWR,3494,BFS,465,,0,752,Y
55975,UA,5209.0,EWR,3494,BHX,469,,0,752,Y
55976,UA,5209.0,EWR,3494,BNA,3690,Y,0,ERJ,Y
55977,UA,5209.0,EWR,3494,BOG,2709,,0,73G,Y
55978,UA,5209.0,EWR,3494,BOM,2997,,0,777,Y
55979,UA,5209.0,EWR,3494,BON,2896,,0,738,Y
55980,UA,5209.0,EWR,3494,BOS,3448,,0,738 73G 320 319 739,Y
55981,UA,5209.0,EWR,3494,BQN,2885,,0,738 739,Y
55982,UA,5209.0,EWR,3494,BRU,302,,0,764 777,Y
55983,UA,5209.0,EWR,3494,BTV,3711,,0,DH4,Y
55984,UA,5209.0,EWR,3494,BUF,3820,Y,0,DH4 ERJ DH3 DH2,Y
55985,UA,5209.0,EWR,3494,BWI,3849,Y,0,ERJ DH3 DH2,Y
55986,UA,5209.0,EWR,3494,BZE,1957,,0,738,Y
55987,UA,5209.0,EWR,3494,CDG,1382,,0,764 752 763,Y
55988,UA,5209.0,EWR,3494,CHS,3806,Y,0,ERJ,Y
55989,UA,5209.0,EWR,3494,CLE,3486,,0,738 319 73G 320 739,Y
55990,UA,5209.0,EWR,3494,CLT,3876,Y,0,ERJ E70,Y
55991,UA,5209.0,EWR,3494,CMH,3759,Y,0,ERJ DH4 E70,Y
55992,UA,5209.0,EWR,3494,CUN,1852,,0,739 738 752,Y
55993,UA,5209.0,EWR,3494,CVG,3488,Y,0,ERJ,Y
55994,UA,5209.0,EWR,3494,DAY,3627,Y,0,ERJ,Y
55995,UA,5209.0,EWR,3494,DCA,3520,,0,DH4,Y
55996,UA,5209.0,EWR,3494,DEL,3093,,0,777,Y
55997,UA,5209.0,EWR,3494,DEN,3751,,0,320 752 739 738 319,Y
55998,UA,5209.0,EWR,3494,DFW,3670,,0,319 73G 738,Y
55999,UA,5209.0,EWR,3494,DSM,3729,Y,0,ERJ,Y
56000,UA,5209.0,EWR,3494,DTW,3645,Y,0,ERJ E70,Y
56001,UA,5209.0,EWR,3494,DUB,599,,0,752,Y
56002,UA,5209.0,EWR,3494,DUS,345,Y,0,343,Y
56003,UA,5209.0,EWR,3494,EDI,535,,0,752,Y
56004,UA,5209.0,EWR,3494,FCO,1555,,0,764,Y
56005,UA,5209.0,EWR,3494,FLL,3533,,0,738 320 73G 319 739,Y
56006,UA,5209.0,EWR,3494,FRA,340,,0,777,Y
56007,UA,5209.0,EWR,3494,GCM,1926,,0,739,Y
56008,UA,5209.0,EWR,3494,GLA,534,,0,752,Y
56009,UA,5209.0,EWR,3494,GRR,3685,Y,0,ERJ,Y
56010,UA,5209.0,EWR,3494,GRU,2564,,0,764,Y
56011,UA,5209.0,EWR,3494,GSO,4008,Y,0,ERJ,Y
56012,UA,5209.0,EWR,3494,GSP,4034,Y,0,ERJ,Y
56013,UA,5209.0,EWR,3494,GUA,1767,,0,738,Y
56014,UA,5209.0,EWR,3494,GVA,1665,,0,763,Y
56015,UA,5209.0,EWR,3494,HAM,342,,0,752,Y
56016,UA,5209.0,EWR,3494,HKG,3077,,0,777,Y
56017,UA,5209.0,EWR,3494,HNL,3728,,0,764,Y
56018,UA,5209.0,EWR,3494,IAD,3714,,0,DH4,Y
56019,UA,5209.0,EWR,3494,IAH,3550,,0,739 738 320 752 73G 753 319,Y
56020,UA,5209.0,EWR,3494,IND,3585,Y,0,ERJ E70,Y
56021,UA,5209.0,EWR,3494,ITH,3947,Y,0,DH2 DH3,Y
56022,UA,5209.0,EWR,3494,JAX,3712,Y,0,ERJ,Y
56023,UA,5209.0,EWR,3494,LAS,3877,,0,739 753 320 738 752,Y
56024,UA,5209.0,EWR,3494,LAX,3484,,0,739 738 319 752 753,Y
56025,UA,5209.0,EWR,3494,LHR,507,,0,763 752 777,Y
56026,UA,5209.0,EWR,3494,LIM,2789,,0,752,Y
56027,UA,5209.0,EWR,3494,LIR,1881,,0,738,Y
56028,UA,5209.0,EWR,3494,LIS,1638,,0,752,Y
56029,UA,5209.0,EWR,3494,MAD,1229,,0,752,Y
56030,UA,5209.0,EWR,3494,MAN,478,,0,752,Y
56031,UA,5209.0,EWR,3494,MBJ,1780,,0,738,Y
56032,UA,5209.0,EWR,3494,MCI,3458,Y,0,ERJ E70,Y
56033,UA,5209.0,EWR,3494,MCO,3878,,0,738 320 752 739 73G,Y
56034,UA,5209.0,EWR,3494,MEM,3473,Y,0,ERJ,Y
56035,UA,5209.0,EWR,3494,MEX,1824,,0,73G 738,Y
56036,UA,5209.0,EWR,3494,MHT,4011,Y,0,ERJ DH3 DH2,Y
56037,UA,5209.0,EWR,3494,MIA,3576,,0,739 738 320 73G,Y
56038,UA,5209.0,EWR,3494,MKE,3717,Y,0,ERJ,Y
56039,UA,5209.0,EWR,3494,MSN,3459,Y,0,ERJ,Y
56040,UA,5209.0,EWR,3494,MSP,3858,Y,0,E70 ERJ,Y
56041,UA,5209.0,EWR,3494,MSY,3861,,0,319 320 738,Y
56042,UA,5209.0,EWR,3494,MUC,346,,0,764,Y
56043,UA,5209.0,EWR,3494,MXP,1524,,0,764,Y
56044,UA,5209.0,EWR,3494,MYR,3515,Y,0,DH4,Y
56045,UA,5209.0,EWR,3494,NAS,1953,,0,320 738,Y
56046,UA,5209.0,EWR,3494,NRT,2279,,0,777,Y
56047,UA,5209.0,EWR,3494,OKC,3863,Y,0,ERJ E70,Y
56048,UA,5209.0,EWR,3494,OMA,3454,Y,0,ERJ,Y
56049,UA,5209.0,EWR,3494,ORD,3830,,0,73G 320 738 752 319 739 763,Y
56050,UA,5209.0,EWR,3494,ORF,3611,Y,0,DH3 DH4 DH2,Y
56051,UA,5209.0,EWR,3494,OSL,644,,0,752,Y
56052,UA,5209.0,EWR,3494,PBI,3722,,0,738 319 739 320 752,Y
56053,UA,5209.0,EWR,3494,PDX,3720,,0,739 320,Y
56054,UA,5209.0,EWR,3494,PEK,3364,,0,777,Y
56055,UA,5209.0,EWR,3494,PHX,3462,,0,739 320 319,Y
56056,UA,5209.0,EWR,3494,PIT,3570,Y,0,ERJ DH4 E70,Y
56057,UA,5209.0,EWR,3494,PLS,1754,,0,739 738,Y
56058,UA,5209.0,EWR,3494,POP,1761,,0,739,Y
56059,UA,5209.0,EWR,3494,POS,2902,,0,738,Y
56060,UA,5209.0,EWR,3494,PTY,1871,,0,739,Y
56061,UA,5209.0,EWR,3494,PUJ,1760,,0,753 739,Y
56062,UA,5209.0,EWR,3494,PVD,3641,Y,0,DH3 DH2 ERJ,Y
56063,UA,5209.0,EWR,3494,PVG,3406,,0,777,Y
56064,UA,5209.0,EWR,3494,PVR,1836,,0,738,Y
56065,UA,5209.0,EWR,3494,PWM,3862,,0,DH4,Y
56066,UA,5209.0,EWR,3494,RDU,3626,Y,0,ERJ DH4 E70,Y
56067,UA,5209.0,EWR,3494,RIC,3608,Y,0,ERJ,Y
56068,UA,5209.0,EWR,3494,ROC,3622,Y,0,ERJ DH2,Y
56069,UA,5209.0,EWR,3494,RSW,3793,,0,320 738 739,Y
56070,UA,5209.0,EWR,3494,SAL,1892,,0,738,Y
56071,UA,5209.0,EWR,3494,SAN,3731,,0,739 738,Y
56072,UA,5209.0,EWR,3494,SAP,1772,,0,738,Y
56073,UA,5209.0,EWR,3494,SAT,3621,,0,739 73G,Y
56074,UA,5209.0,EWR,3494,SAV,3613,Y,0,ERJ,Y
56075,UA,5209.0,EWR,3494,SDF,4014,Y,0,ERJ,Y
56076,UA,5209.0,EWR,3494,SDQ,1762,,0,739,Y
56077,UA,5209.0,EWR,3494,SEA,3577,,0,739 320 319 738,Y
56078,UA,5209.0,EWR,3494,SFO,3469,,0,739 319 738 752 73G,Y
56079,UA,5209.0,EWR,3494,SJD,1840,,0,738 739,Y
56080,UA,5209.0,EWR,3494,SJO,1885,,0,738,Y
56081,UA,5209.0,EWR,3494,SJU,2890,,0,753 738,Y
56082,UA,5209.0,EWR,3494,SNA,3867,,0,319 738 73G,Y
56083,UA,5209.0,EWR,3494,SNN,603,,0,752,Y
56084,UA,5209.0,EWR,3494,STL,3678,Y,0,ERJ E70,Y
56085,UA,5209.0,EWR,3494,STR,350,,0,752,Y
56086,UA,5209.0,EWR,3494,STT,2883,,0,73G,Y
56087,UA,5209.0,EWR,3494,SXM,2899,,0,73G,Y
56088,UA,5209.0,EWR,3494,SYR,3745,Y,0,DH2 DH3,Y
56089,UA,5209.0,EWR,3494,TLV,1590,,0,777,Y
56090,UA,5209.0,EWR,3494,TPA,3646,,0,739 73G 738 320 752,Y
56091,UA,5209.0,EWR,3494,TUL,3855,Y,0,ERJ,Y
56092,UA,5209.0,EWR,3494,TXL,351,,0,752,Y
56093,UA,5209.0,EWR,3494,TYS,3676,Y,0,ERJ,Y
56094,UA,5209.0,EWR,3494,UVF,2894,,0,739,Y
56095,UA,5209.0,EWR,3494,XNA,4356,Y,0,ERJ,Y
56096,UA,5209.0,EWR,3494,YEG,49,,0,319,Y
56097,UA,5209.0,EWR,3494,YHZ,73,Y,0,ERJ,Y
56098,UA,5209.0,EWR,3494,YOW,100,Y,0,ERJ,Y
56099,UA,5209.0,EWR,3494,YQB,111,Y,0,ERJ,Y
56100,UA,5209.0,EWR,3494,YQM,117,Y,0,ERJ,Y
56101,UA,5209.0,EWR,3494,YUL,146,Y,0,ERJ CRJ E70,Y
56102,UA,5209.0,EWR,3494,YVR,156,Y,0,319,Y
56103,UA,5209.0,EWR,3494,YYT,189,,0,319,Y
56104,UA,5209.0,EWR,3494,YYZ,193,Y,0,E75 ERJ DH4 CRA,Y
56105,UA,5209.0,EWR,3494,ZRH,1678,,0,764,Y
56106,UA,5209.0,EYW,3875,FLL,3533,Y,0,SF3,Y
56107,UA,5209.0,EYW,3875,RSW,3793,Y,0,SF3,Y
56108,UA,5209.0,EYW,3875,TPA,3646,Y,0,SF3,Y
56109,UA,5209.0,EZE,3988,IAH,3550,,0,763,Y
56110,UA,5209.0,FAR,4292,DEN,3751,Y,0,CRJ ERJ,Y
56111,UA,5209.0,FAR,4292,ORD,3830,Y,0,CRJ ERJ,Y
56112,UA,5209.0,FAT,3687,DEN,3751,Y,0,CR7 CRJ,Y
56113,UA,5209.0,FAT,3687,LAS,3877,Y,0,EM2,Y
56114,UA,5209.0,FAT,3687,LAX,3484,Y,0,CR7 EM2,Y
56115,UA,5209.0,FAT,3687,SFO,3469,Y,0,EM2 CRJ,Y
56116,UA,5209.0,FAY,5738,IAD,3714,Y,0,DH2,Y
56117,UA,5209.0,FCA,4127,DEN,3751,Y,0,CRJ,Y
56118,UA,5209.0,FCO,1555,EWR,3494,,0,764,Y
56119,UA,5209.0,FCO,1555,IAD,3714,,0,763,Y
56120,UA,5209.0,FIH,1020,BRU,302,Y,0,333,Y
56121,UA,5209.0,FIH,1020,DLA,897,Y,0,333,Y
56122,UA,5209.0,FKL,4058,CLE,3486,Y,0,BE1,Y
56123,UA,5209.0,FKL,4058,DUJ,5734,Y,0,BE1,Y
56124,UA,5209.0,FLL,3533,BIM,1937,Y,0,SF3,Y
56125,UA,5209.0,FLL,3533,CLE,3486,,0,320 73G,Y
56126,UA,5209.0,FLL,3533,DEN,3751,,0,320 738,Y
56127,UA,5209.0,FLL,3533,ELH,1943,Y,0,SF3,Y
56128,UA,5209.0,FLL,3533,EWR,3494,,0,739 320 738 73G 319,Y
56129,UA,5209.0,FLL,3533,EYW,3875,Y,0,SF3,Y
56130,UA,5209.0,FLL,3533,FPO,1948,Y,0,SF3,Y
56131,UA,5209.0,FLL,3533,GGT,1941,Y,0,SF3,Y
56132,UA,5209.0,FLL,3533,GHB,1944,Y,0,SF3,Y
56133,UA,5209.0,FLL,3533,IAD,3714,,0,752,Y
56134,UA,5209.0,FLL,3533,IAH,3550,,0,73G 738 739 319 320,Y
56135,UA,5209.0,FLL,3533,MCO,3878,Y,0,SF3,Y
56136,UA,5209.0,FLL,3533,MHH,1930,Y,0,SF3,Y
56137,UA,5209.0,FLL,3533,ORD,3830,,0,752 739,Y
56138,UA,5209.0,FLL,3533,SFO,3469,,0,738 752,Y
56139,UA,5209.0,FLL,3533,TCB,1934,Y,0,SF3,Y
56140,UA,5209.0,FLL,3533,TPA,3646,Y,0,SF3,Y
56141,UA,5209.0,FMN,3743,ALS,7073,Y,0,BE1,Y
56142,UA,5209.0,FMN,3743,DEN,3751,Y,0,BE1,Y
56143,UA,5209.0,FMN,3743,SOW,7078,Y,0,BE1,Y
56144,UA,5209.0,FNA,1059,ROB,1063,Y,0,333,Y
56145,UA,5209.0,FNT,4089,CLE,3486,,0,DH3,Y
56146,UA,5209.0,FOE,3843,ORD,3830,Y,0,ERJ,Y
56147,UA,5209.0,FPO,1948,FLL,3533,Y,0,SF3,Y
56148,UA,5209.0,FRA,340,ATL,3682,Y,0,343,Y
56149,UA,5209.0,FRA,340,AUH,2179,Y,0,333,Y
56150,UA,5209.0,FRA,340,BOS,3448,Y,0,744 346,Y
56151,UA,5209.0,FRA,340,DEN,3751,Y,0,744,Y
